evt_block_time,evt_tx_hash,depositor,amount,price
2021-10-31 10:38:40+00:00,\x09a3e26a10db3eb62d4e2d411e8b0766a4d794c79fc4458f1eb46a105cd0ecbe,\x2d24e67a7f502d24631e5734e79cd0a63cd7533c,8.0,4409.568713138048
2022-02-10 12:12:28+00:00,\x09af95bae48c51367bd38cf4f0814404cf4eaeab777ca6b2422ca0333970f278,\x1ad1da933b66e6afb0bd176c642c57f2d4f4b560,0.305,3315.076147693697
2021-07-13 08:19:25+00:00,\x09f09dfe86511eec9cac300c3a59a0ff07573badb438f2bc1c741e9a16c4573c,\x6b3172128f2040e053f187cbf906282f3474caac,0.1,2036.3756691722938
2021-08-03 08:36:49+00:00,\x0aa5e3b0cf825bb2c8fd46335a8bd6622a990db39d8107be3803dd9afb291bf0,\x14477894e3a908c4ff400de1223834b3e82b08af,7.391013843918934,2545.5093230141993
2022-01-12 03:42:22+00:00,\x0b5a0fb6419a13c5651973f424d814bb9f0e586b20a225b0ec21afeca2cd31de,\xe3c37623f8845698fb29461ee39d2bd7733cdc74,97.63398200167829,3344.7080487378316
2022-02-12 09:45:24+00:00,\x0b77422dd824f17672ad0c51141fc14fc5fa0e02d1bcf5aeda07ab3f3274574d,\x491e62fd76aa8d42c05231daa6d02b9282a6a07a,0.29,3024.770609602996
2022-01-12 03:35:40+00:00,\x0cb1baac63a159441f8718c4b24f17c8fb05c5669276d3b2a645c0f71f77ff23,\xe3c37623f8845698fb29461ee39d2bd7733cdc74,97.18579282126468,3344.7080487378316
2021-07-21 15:19:05+00:00,\x0d396cebdee8d1776c6d8c8c23ab734ee50fe286b22e699a3671974c8d2bd321,\xbb11f27141cccbc09db55ea8055468ca22b979a8,0.1,1936.6741645408779
2021-09-27 10:39:17+00:00,\x0d7c18f827f5dd3af054f36f4c0f5ed1f1a553a9bff18e9d3fb0b0c9a08af929,\x9b0c19000a8631c1f555bb365bde308384e4f2ff,92.5,3126.816310245607
2021-10-10 10:33:36+00:00,\x0dd3c13dcf85c4e4d7e2681311e26a65a4e8477cbf6296c46b29980bb1ed1ed9,\xc1d09202c343da643a07aed7195f25077aa83d08,2.85,3631.8947890399218
2021-10-17 05:46:49+00:00,\x0de9dac22ea8520c2a970a1ac3603fd954bc662203d4301eedcf0cc2e98aad1e,\x754f028e72a62646fd505592211289e9a499c89c,0.55,3946.278136012095
2022-01-28 11:28:00+00:00,\x0e0e4b3f4b38710070fcfd76c9c0bcf33b64c5dc0162d8c05801a60d8d21923a,\x1ec0dde402dae69021492e7a9c4cbfdf72ffd84b,2.1035945609946594,2491.4566878359096
2021-08-11 16:29:55+00:00,\x0e11c2127919e4c0e39a13c4f9728d0c6a61d3f499d6795e846c51970bf4cab3,\x423bb05323c9de94ae7e2a7c3157b06f3cf181ed,29.444479339310934,3270.6885591105342
2022-02-10 12:11:32+00:00,\x0e5bd7c71e479eb24261b4bf34a7334f547c0930cc06a2543cae7e26158aba88,\xf176747ddd18f14e1f3652734b9dbab60672f7fa,0.32,3315.076147693697
2021-11-12 09:17:07+00:00,\x0e77c0e7ad0c04b711f169011ce425af7c90558c0b7dcaf2daa76392ede22a45,\x7342229a22deefaf908f883ca0423b4ea73409c8,22.656468763592276,4862.697705205344
2021-11-04 17:48:52+00:00,\x0e9245996f8b3a743baf1af623f84cc6b445875ed9f6d4d6738eb540bf86011f,\xe7a43665677acfc6a3b15f00b68119c486ec56a3,25.0,4639.339401408723
2021-07-21 06:52:47+00:00,\x0eef6f69439d2c79910727685debe0eea5245b20ef7938f7be5a22f27295ca63,\x10812253ac4c1d1f66189ff37be98d844259cd93,0.7173973378802706,1936.6741645408779
2021-08-04 13:29:25+00:00,\x0f1474dcf888d1f14882675355136a542e7f5802a47733cc5ce9197687a9d69b,\x3f29065b40353c7d823b5834e8ccff5cf1e539b2,133.73368385552615,2558.631757003095
2021-11-23 20:54:01+00:00,\x1029620398d6c9646dec83b20831605d202ea32957ed40ecdb7cbe074948eb12,\x031fef8fa26bc5814ffa312b955af1a5cbd4655a,57.0,4277.213733804368
2021-08-04 00:22:27+00:00,\x1076094d219f3a1082e411526334cbb12e244e6e6ddd031a9615780dbb840801,\x6961dd88b3f985eff070b45e3128eb6e5c72b7e8,12.0,2558.631757003095
2021-09-18 05:56:31+00:00,\x10d9c3994f85f2b45fdcd8187b449924736b2ef1b272ae4c7cad71ee9362d6bf,\x24a9514f4eda8a5038278c0faa37dae4c2370815,0.08,3543.094503573506
2021-12-21 03:50:56+00:00,\x115f8f8da8a2e1d2312a340b2be0c273890e80c65ff0cb52505d60b0c496c5a2,\xfd82ceee7dcaa68f858fe3979ae2ef8ffbbd3c84,1.945,4124.445300542566
2021-08-06 14:40:51+00:00,\x11a3bc5488b8bb41f2306735df48296580b1497908e390ac10bb746b39ddd0ae,\x39f7e47a5b15a2d28e3e6314aa6bee450a2546dc,28.801413809325737,2841.4697819693747
2021-09-15 11:58:50+00:00,\x127ac2ceff6b12233edd1fa94750fc43b46c7815499c9adb7dbf73dc96aa7466,\xd54f7ab07175d9effc4b72581517800b47ee7094,3.0,3466.351065058977
2022-01-24 06:57:03+00:00,\x1293962af54e17e5ef9dc0060748f38d03a59e949f532c6d2372e4817bd590f3,\xcab62e7d3994b0dd38a9724e695f824674dda130,83.05750534411126,2464.338500871229
2021-08-03 08:28:06+00:00,\x12e5a30a90a8a0ad3a1c7dbcd1296402bb74630a398479ac76d3297b70e7060b,\x14477894e3a908c4ff400de1223834b3e82b08af,7.497008754487296,2545.5093230141993
2021-10-04 10:50:13+00:00,\x1319937b3762dd9e879434ea3c91fefc64d9f8fe8592db4399adb08753acde38,\xf4320e9b382ab63d6276b43d87323627f5928ae5,2.495456206031317,3435.422149296394
2021-10-08 22:13:00+00:00,\x1364c936a98584e34d9add69aaac5088a41fcec3a46e5ef857bbed526c0bb456,\x9e64b47bbdb9c1f7b599f11987b84c416c0c4110,48.97,3680.6968899788835
2021-07-13 20:55:43+00:00,\x138fcf394aeb62397e8c8b90e083e26ddb0e5c5db9f194ad13f273e9ce1ea07c,\xb0d6ae7784a9f20c1e34218998f0fc5c24972441,4.0,2036.3756691722938
2021-08-01 04:34:17+00:00,\x146081ca5bcc6a7ab8be673ac7f226fe9e394b5a820fc40788c6932283bc7cd0,\x9b5fcc2a532280e1f435c0bbd5d8f1b9cf6bbea8,18.0,2646.9483764975153
2021-10-19 13:02:01+00:00,\x1486ae02cabdfbfece9f25db985fa0fc920907e6eaa817f09870e4e9eb8747da,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,0.01,3894.350035835946
2021-11-09 23:19:11+00:00,\x1512f1b0ece1bc1a716b23ddb113d0151658388bda299b1b39557e995f10a20b,\xbb66cfa846703e6a724eb3736ae16b6e22613234,0.4,4893.833846348406
2021-09-30 17:54:34+00:00,\x1534ed28a4e5ed8bd4933a8076d5d4a2077a09161924638a88312edf4702f2cc,\x3fd1ddf28f604cfe5fefa3adc38e38be2f7208d6,39.0,3049.4757026642746
2021-10-24 03:00:22+00:00,\x17150eec13fba0d9876ecdc4fd90e0b81cab9abb19fd6aa3c05351b7f2cdce3f,\xc7b42f99c63126b22858f4eed636f805cfe82c91,1.46,4176.190213628331
2021-11-04 17:55:23+00:00,\x1a0980db82c31d79cf1f8847535127b6106ef01c3fc1e27c23b4e6e24c7cbc7c,\xe7a43665677acfc6a3b15f00b68119c486ec56a3,24.999999999999996,4639.339401408723
2021-09-29 05:04:02+00:00,\x1b371d76a4b1212184223eb395a5eb5e2fc33c029cb7ff6436334e0e5d5f2650,\xfa7f7967328abf5087c9e609b0c1a543aa9a6abb,2.44975,2967.498482175671
2021-11-20 07:44:15+00:00,\x1b99d2ce1ba8e7a26ade7b83601236c2497b7e08f628d5354f608006c0fbfdb8,\x13fac0e2e84ae0843f8e4ee1408ecd955a158469,0.09,4373.18267309706
2021-10-24 15:16:19+00:00,\x1bc17b136a7bc6c9725267bf43a33099241bf20040fabe1db82c703a1589466c,\x4d1dcf15acbc0b69aed7b0d87bda5cbc66c48184,13.894477259783281,4176.190213628331
2021-12-17 22:14:30+00:00,\x1bc60481e37d4e55dfe2034176194b337944ac41ad4b18f72c16ffa651171c31,\x102b914d6bbdd8562403c34d199b9781319c8cc2,0.59,3988.886114207417
2021-08-04 00:08:01+00:00,\x1bd8f99e549e0390c9bfd29fce6e0d7ac42ec3133c4a3e86fb516a7d25af091b,\x6961dd88b3f985eff070b45e3128eb6e5c72b7e8,13.8,2558.631757003095
2021-10-22 05:11:00+00:00,\x1de9f875511870c49fce60c325df2229fcb715dba08f2c4a523410b97fa2b4bc,\x2ae1d88af6d27cdf7c5c3799c8bf88191e2686d6,14.108296034309856,4206.985318941014
2022-02-26 15:20:42+00:00,\x1e8eaedcaa6c6e7b217a2fbd23bf79617e530a61a0df6e9bcfd89458a9d8b153,\xcf6046fceee250ce41dbe61618af26d7a39b6169,724.631152078739,2889.6084722210567
2021-12-09 12:51:56+00:00,\x1f8f15e412c687bb5e62e29bfda562242c40f39dbf7dc4812bf94a545f8440d7,\x25780c2c43d35204c86956f8a6444367859c0542,0.19504060798442222,4434.6197761437
2022-01-29 13:10:30+00:00,\x209de37f91ba27a7a80d17d9bcaaaebf6166c0e631b9cfd12edb5f41519ecce2,\xf6aaada76ea7f044ffa028565b028740dce5389f,91.71829676317184,2634.4797009278777
2022-01-30 20:10:51+00:00,\x21135c22fe0da1b51a8e60e7b5b7191886bcc83aa182393e46cf9698baa59ea2,\xf79bb3c50bb6ca236fb56aadfae2e5ad6f3cb807,620.0,2693.3799445003206
2021-08-04 14:23:19+00:00,\x213cb96fd49d36caf6abc321530bcb86487b6b7b59a534e3eb37f198c08e7928,\x3d7849a51a2da3b3b455ca6a6d604c902f82e7c2,4.59,2558.631757003095
2021-09-25 17:42:31+00:00,\x220130e0764de0c531c57d91d46bdbb27df717ffa855fb6263d0ad5506d24cc8,\xf0975a3fa710697800b5b5652b750df9c63f1f46,0.9,2975.9054345310697
2021-07-27 06:55:34+00:00,\x238215d0998dc4ff20431dbab57102e39500f92337ce78dc075933ba09da1952,\x14477894e3a908c4ff400de1223834b3e82b08af,11.642380094645995,2261.178847289559
2021-11-01 21:14:16+00:00,\x2419c2875d21a437f69e7e931543ca8fad33389605088bece748bb64d3dbcf12,\x24c866edc505df1ff95075cf760a2279a87f3317,0.3,4420.725539283851
2021-08-23 17:56:33+00:00,\x253910e2f3bd3c463cdeeec30c0905160518e0b2392607b0943cd35c507f998f,\xbfd5a064a70b8a8fff88360433251c72cf1721d5,27.429249432885516,3399.8037481916995
2021-10-24 15:03:24+00:00,\x2573f25b204f86d60e74512cf49014057bf9914167417d8e83a5ffbe5fcf422b,\x4d1dcf15acbc0b69aed7b0d87bda5cbc66c48184,14.418367616494411,4176.190213628331
2022-01-12 03:44:28+00:00,\x26c442d5831e19a50bf8f0eae172865a91dc89fa66f368fad1b74a870f969205,\xe3c37623f8845698fb29461ee39d2bd7733cdc74,97.82154768383012,3344.7080487378316
2021-10-17 14:30:04+00:00,\x270a1e6bc51f7ad3de8398649ca2a1a992d7b0e4b6f1d9dbe908a5b868bd5574,\x392789df9c8f8bbb84e77787f0c06581542a05bb,12.17,3946.278136012095
2022-01-27 05:52:13+00:00,\x2713f4ee840df2e6dea4d5ccdf37b5d195c45da5bcba26aa1a7ee529098b11ff,\xcab62e7d3994b0dd38a9724e695f824674dda130,85.34183539852572,2531.9558094938766
2021-08-18 13:49:29+00:00,\x2775bf94d9595e9f54557278fb4d1c27fcabdcb66eb8c9a8e51a1052d3eb82e8,\x72f5175087589af66c788ed12f84ff4b75c77d06,0.2402,3113.421575248477
2021-08-11 14:42:11+00:00,\x279be1ad24da588dcc7859fab18b97de3dc04e151994f84342970392652bb638,\x6961dd88b3f985eff070b45e3128eb6e5c72b7e8,6.0,3270.6885591105342
2021-11-09 21:57:26+00:00,\x27a8ef59eb3408839d10cf451201d8090a2cfd1005b3293f6e727e85f2abaee0,\xaa1ac9cd61344161a0e264095c93a78af5144dfe,2.7,4893.833846348406
2021-09-17 17:59:54+00:00,\x27f373c147ba967b07759949d2395ab2169d697f8ebdb6fac303099a92f2bc30,\x09da925fdb1f6561a19ede0bd106eebef8bf331d,18.596382103478955,3539.545343396448
2021-10-12 12:19:04+00:00,\x27f5687489c5865eddd214a1a694d1d86167f340642eca1031b88e2889f266cd,\xd2c2e84501c63b7b9897df063288d67060119c99,0.205,3563.681946007993
2021-10-23 19:24:31+00:00,\x28358ac4898b507f93e433c7208793c9b39d7135c7553fd14daf3911d678b556,\x8f844f8b22c6c455f7e392b6892890d4b6c7e159,32.97,4104.431259704601
2022-01-29 21:46:02+00:00,\x28cadbc87654a1456ca9eab809b9cec4dc78124ebaa81ca527a6437d1f4062d1,\x1160387a36953afc5d80c0ea7b6b5447774af8e5,29.0,2634.4797009278777
2021-11-11 14:41:22+00:00,\x293b8258065f4bbe84520cb97a9ee6f33554b2fff6d473f7af6300fccc5d57ba,\xa91041baf884e1a251e781c6f4846fc5b38f81ed,20.97310377005547,4826.848354113106
2021-11-16 06:46:53+00:00,\x296961e97a7b62e1e3fb2adcc263f44b1bd43670994f5e865d7d360ce59771c3,\x99655b07f321b6b5a2809f43e1a143d7f7a1634f,10.7461,4405.240109077983
2021-11-14 13:08:48+00:00,\x2b6409f4e609df5eb24f815f0889e6cf8e25be692e4c49069ed93636c096e73c,\xb7feb63c738a9868e4f27b684a72b8820f3a913a,0.010000000000000007,4720.111076187878
2021-08-06 20:42:47+00:00,\x2b9303b65d472d081501158adf938bff884a647a95931ab482b5a399a9623a1e,\xb58c4358669bb70df715b6747447eb63afea8916,5.9176,2841.4697819693747
2021-07-16 09:01:00+00:00,\x2c424a9687ff97bfa2580d2863fc3cf0771e7c5a9048c469819b390688fd0ae7,\x2d9796333d7a9007faa67006437b4c16ef8276e6,11.8,1945.9500608228852
2021-11-12 09:20:59+00:00,\x2ccc6ccd232ffa0d52d12aa84d4bce1ae3e1bba6c78cbbe10ae0cb9803a938ef,\x7342229a22deefaf908f883ca0423b4ea73409c8,22.340459622855807,4862.697705205344
2022-01-29 20:09:52+00:00,\x2cdbc666e5e176a823bf50ec144d559bd8eddf4e3a9565812f8018b5a1b8eebc,\x3fd1ddf28f604cfe5fefa3adc38e38be2f7208d6,39.94,2634.4797009278777
2021-11-03 19:22:15+00:00,\x2d767a51b606c24c75a1e53f65a290060264040dc449341d626292464fefc856,\xe1e2a52a21226ba37f28ba6cdf59f20156798f94,72.0,4703.550367816631
2022-01-18 12:22:09+00:00,\x2d92163c029fcc26779e9271a92599e0836c4d8618fb9ce189f04f29e0c07531,\xcab62e7d3994b0dd38a9724e695f824674dda130,82.65479342302669,3241.7830654286527
2021-10-22 18:21:16+00:00,\x2e778b0547413f5cf49f09001db71ffabc9bf9ca2476ddcb725d1f77c9a6bc77,\x2b3ae0ce46154dfb3c77973c2727d157cc7ee1fb,9.5,4206.985318941014
2022-01-29 20:11:49+00:00,\x2e9e419105282d49a21d979facb33a4f47e63c4e125c4af4fc7e5e0a857fec34,\x3fd1ddf28f604cfe5fefa3adc38e38be2f7208d6,5.0,2634.4797009278777
2022-02-12 15:39:34+00:00,\x2f73c46452e915cc667480604a86c884fcf4be5d9361abe7bf1ecb447cca758d,\xaa1ac9cd61344161a0e264095c93a78af5144dfe,4.0,3024.770609602996
2021-07-12 19:35:29+00:00,\x2f80a3cc53fb25e53af27b3e3ea105f1ed190634818fa7c40be32c70602ee866,\x422494292e7a9dda8778bb4ea05c2779a3d60f5d,0.1,2172.4012679317134
2021-08-09 03:31:07+00:00,\x2f9a04a085a2539abeae06d023723e31c6fa9e0a9e4d64cbc08ca7a31a901c0b,\x4965e069601a47811036d1da8f8b09a3abc2726b,6.234539293524828,3101.074008977208
2021-11-23 20:21:37+00:00,\x31533301ef6589e20bbf527fe743b2986ee7c4ab5339f14ee09b7abfb483e0ee,\xa38cdb63c943e9481c9b87db5c80f5ac333d16ed,80.0,4277.213733804368
2021-11-05 22:10:01+00:00,\x31f68d3d1790468b957c181703ae2d879f505215bc7cc8e1982f0dda38c271d6,\x7dd8073d01b7d346c518211d29a77fcb66d79452,1.8,4632.825644044005
2022-01-28 06:36:40+00:00,\x3339af1b1462015a7bac710e98ee080b5810204d9a79987bfd5dceccdafd7a2f,\xcab62e7d3994b0dd38a9724e695f824674dda130,86.29056252754644,2491.4566878359096
2021-10-19 16:03:54+00:00,\x33a2a6be69f3a9bfe787dd9a83f680d7ae7a6246e7f4626e9c793fe6ddafd4fb,\x5c99b96cb5b798a1825549ac0a3bd4c5a0642df1,1.1,3894.350035835946
2022-03-27 19:50:40+00:00,\x34926073b335dc3946c7fc1f33cb8f0d1c9bfe7110d6be001122299e87aaca52,\x9095cee3a3569c22fb1f1f3d7e208cf283b9cb14,1.0,3277.041960793989
2021-08-04 00:13:41+00:00,\x349c8af7b88b91b97734c747ba2cfdf487a55da8bcaf7938de6796dca97d2e5c,\x6961dd88b3f985eff070b45e3128eb6e5c72b7e8,13.3,2558.631757003095
2021-07-15 01:08:19+00:00,\x361031542a2b0a49cc1f8ef5e38ec5ee392100776fcfec0fbe5b1ba3faf776b3,\x788220eff490ae723594e1a045b68f9f624f58d8,2.45,1961.159139593158
2022-01-08 12:07:11+00:00,\x36cb9012b99bfcab72b0aeb98ec1736c820d815f1f9d29802b75c25701e8c81e,\xcab62e7d3994b0dd38a9724e695f824674dda130,81.71125905958829,3317.231680191174
2021-09-14 11:35:41+00:00,\x3a06a19a87573061971a93b1f96c16e22852f699ed49887f303002d303e43a30,\x11f4856978bcf8be6a24cf621afead15690762f9,0.183,3376.8516999155017
2021-10-16 12:03:46+00:00,\x3aa2f37e212b6ce461c63d6b294dd2d0478945c7112fbab40f443de34cc0325d,\x8666dba1dc7160b5b07fb4878c43e7d27fb4cfed,0.2,3974.056724361314
2022-01-27 06:03:06+00:00,\x3b3177221121ee7e0f4fcb7729b66fdfa5c4f0bb9a7974535619d70dc4b5bfb6,\xcab62e7d3994b0dd38a9724e695f824674dda130,85.47209833222838,2531.9558094938766
2021-11-12 08:35:10+00:00,\x3b3d665f508817271b6f00b5e08f67d0ec614efadd7df17eafeb51e2a10840db,\x76fd72488a94f42c2508411d80f848bd1339a42f,22.184095546376746,4862.697705205344
2022-02-10 11:58:37+00:00,\x3c283751144aaca3bd7089db947fb699bb9af17e04d1690234a582028011047b,\xd63a2746e81b2e76d16b4435c1cbc0045b1850e1,0.28,3315.076147693697
2021-12-03 12:32:40+00:00,\x3c38ef7962f379cca5350e7772a3dc474e5b43863d9088a3bd2c20a48fe673fc,\xa5a81a7bf4a737dabcd8a4c5fc2a36598c1943bf,120.0,4627.837123853785
2021-10-13 18:17:13+00:00,\x3c6e1945a17bd58e26e71a6b028ad2727fdcbef2151dd0841c0b88ab070f8299,\xa38cdb63c943e9481c9b87db5c80f5ac333d16ed,35.0,3573.732649020094
2021-09-18 05:56:31+00:00,\x3c837dfaff27c0c45735d6fac7f753ee1f373a43c13edd9b8ba764e75b198276,\x5d009e9aebb322dfc91682fa2244d6316e18105b,0.088,3543.094503573506
2021-12-29 03:43:42+00:00,\x3c85e4a3c7225093f8d3b2867efd9e02ceec54e1eac2da54928c02b01482c215,\x7a57fa6b29796c4f329171fbc771fd941ad434a1,0.7298689452194852,3903.112503519599
2022-01-18 13:53:33+00:00,\x3d314b83820cc300ca53c9ec13768308feae64d2101c0eef73fe32904a796b2b,\xcab62e7d3994b0dd38a9724e695f824674dda130,82.7581705676708,3241.7830654286527
2022-02-10 12:08:11+00:00,\x3d4706b4fbaa0e60546991b1f1104d160d5a0fea750c93233a56690fd95dd520,\x255a3cec6d6f58064b2e5db4f540751fe7fe0ed8,0.28,3315.076147693697
2021-07-13 16:59:28+00:00,\x3dbfd56209ca867061fe104182f5c9cb496b00b05f2e30bede5595f8b46c05ab,\xeb3ed320353710cfb1cc17e0670dcdd334efa449,3.958003600883735,2036.3756691722938
2022-01-28 12:13:30+00:00,\x3dc58dfc036bc33018ae2cc2c5405c95714915acdce0459f371656cc9eb63cd1,\xcab62e7d3994b0dd38a9724e695f824674dda130,86.69826764216484,2491.4566878359096
2021-10-22 23:06:45+00:00,\x3e0df13289c097224a976137d950dbb39f9a52ac96ed3f58a20f254d08fec20a,\x9b33dd59fa401374f9213d591d0319a9d7e9d2cb,50.548065,4206.985318941014
2021-10-16 16:50:45+00:00,\x3eba445801506776418d18382c1e37e5dae3f2104f5502607f39a24dc88da675,\xa4fdc2103b412cc142bd7715dabab06f08ef842b,15.0,3974.056724361314
2021-07-16 16:19:39+00:00,\x3eeb58a43d431b849906120c117a2eee84976e470a6a388d43e13fef07f0e66d,\x392789df9c8f8bbb84e77787f0c06581542a05bb,113.98586434260122,1945.9500608228852
2021-09-14 01:56:03+00:00,\x3f15f446c122378d569ae1e9ba6759c9aa8bef66ca6acdec5dbb7763d25644d5,\x11ccc4c07131a505134df7c4b93ca25100735ad7,9.8689829874e-08,3376.8516999155017
2021-10-19 06:23:45+00:00,\x3f9341fc8f2be00035c1f715be47dec34075942c593a1c61c9f0978e80e2a9f5,\x69e7cec67de04be5a3750a5851e8a40ba6583e2a,0.09793369603788285,3894.350035835946
2021-10-20 14:08:16+00:00,\x40ed0d5154cb2769852a4d18f552b3de13217fb3d4cc3e529a9ca2d12baee878,\xc4e77094edc906de132888bd6b7bd70465560217,398.4578562,3954.9099146083977
2021-11-12 08:05:03+00:00,\x41b787c0bb4476d3ae859cd70642f57666480f59de0dd632432bfcab448047d3,\xff091d1ed3cb558d7b78e6f32bf82e106446fefc,21.969393151263727,4862.697705205344
2021-09-15 06:24:32+00:00,\x4338e05853b3f5f6e026e592f55276d8b8adefe3ba83d310b84a7d265b2b2bb3,\x4963fad96991fa652dc34c63d50a0a035745a16d,13.676661151564073,3466.351065058977
2021-11-12 01:29:59+00:00,\x43db29b0bc7c4a4874abf6c7e26cb4b5032a4fd3b0127582d1a5fd060a1b5677,\xce49ba7b823a7c2e79c9a1be34913b7674226f99,20.6346131870708,4862.697705205344
2022-01-28 07:53:51+00:00,\x44f1e30830deeb46f80ea1cc4ad0817ec75d81451eb7ca9d8d644c206dc16462,\xcab62e7d3994b0dd38a9724e695f824674dda130,86.57685755468857,2491.4566878359096
2021-11-12 08:30:40+00:00,\x455b2c15701a9eeb847e066416bf8cf26a082cf8e63e32c5e20fbba0fba744d8,\x76fd72488a94f42c2508411d80f848bd1339a42f,22.492739804130878,4862.697705205344
2022-01-12 03:48:00+00:00,\x45b2d3d739b53bb9987a32f48666a1d59fd3f99795eebf365b86024aff808f5c,\xe3c37623f8845698fb29461ee39d2bd7733cdc74,97.98525442250086,3344.7080487378316
2021-10-16 16:15:31+00:00,\x45ce3e60871c200fb7462a164ec3c7ff5fa4d15d269ebefe6f010d49d1c4b842,\x3f29065b40353c7d823b5834e8ccff5cf1e539b2,74.5,3974.056724361314
2021-08-06 21:48:19+00:00,\x46bfb55f1ae33c999aa2b64ca88b5545a9e6477d66ecf97794d4a2c6086bbbdf,\xb58c4358669bb70df715b6747447eb63afea8916,155.0,2841.4697819693747
2021-09-17 18:50:26+00:00,\x46f9674a90a86dfd5193cf2503f830078b257399f5ada2645db1a4f58a3a48dc,\x1ec6cc6d34e5d50b135257f2a216831f3ed51544,208.0,3539.545343396448
2022-03-03 12:37:12+00:00,\x47addd5e6f3828065bad3be457db1996b133a1026770eaec62e41876a6d23a4e,\xe53085d26544daf3ba8f66b2d1b108e285cc51f9,0.03857557038810659,3009.6886984581765
2022-02-01 13:32:22+00:00,\x47d6851c8d4362cec399674a9664caf746f5c6e63eb7717619b9b65370970d71,\x849d52316331967b6ff1198e5e32a0eb168d039d,9943.938271851388,2871.2203560588623
2021-10-10 10:22:00+00:00,\x47e0acdb6254009280208a8d249daa9d98d74404886f2c68df3173fb52a903b2,\x32dbefd95c790261d55977f18d19bea5ca44c0c9,3.75,3631.8947890399218
2021-09-12 00:15:15+00:00,\x48fbd48529abd0b37ef53ce7c55912afed3e3aba63824357b8a11cdb324450f1,\x8073c62366973b9960f4561f6a72c5826b75e828,0.25,3456.691465880392
2021-07-18 19:01:06+00:00,\x4939f3cdd8d7453c611e0d296ec087301924177e03371cb9ed63f77e7bb519a6,\xf786b0717f045595c5a3904262b8ef649bd666f2,0.019655276152734664,1993.714627800588
2022-03-14 07:39:03+00:00,\x49adcd10a54029cdafeae75353f7ed533959abc9900791bd5efc2cd95c17638c,\x5880e491215281d6c3a1697b8b7b530e3380fef1,189.92641904431167,2662.3397914875377
