block_time,block_number,contract_address,sender,recipient,tokens_transferred,tx_hash,index,tx_index
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x35807486d8275c758b029304200a6fedb5c5032e,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,202.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xd6876be086816f6f117a51777e77eada418321d4,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,203.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x73a0648c2a659ce02b9f8a23f14395e59abcac1b,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,204.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xb38e1c57a71c4584554a859b42633601c0d31be3,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,205.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xd05136658faa1ca188adffc796b1e51167d3a251,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,26353.000000000004,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,186.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x1318fba089731549275532137f30ad878cea9e49,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,187.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x34c65d21dc2ded4afae9a1f86b9536485b3daa82,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,188.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xc41c96d3f7fd42039c050c9e9c9842de4845fdd9,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,189.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x457da487ceee7d89bdc85848d405158a77a44bc9,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,190.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x901cbcc34784426a82b6a602aefa98fe0ba7c59f,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,191.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x7c43214bf9ef79ff1fcbc0e477e0dc36897db326,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,192.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x19275beb75fb14ce2ed58b684dc286f402721c58,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,193.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x76cabcb35a953912f95b47ef2285a156d527c709,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,194.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x663736e59082689046799b2fd49e724a84b51d7f,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,195.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xd98a122e466cdd6967770d5aa482e8dfae31419a,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,196.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x4c30eea11995e187f38601200faf980e9386a690,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,197.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x76f3d9c77e0f6b548cbfc70798113c4a90db8b6d,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,198.0,114.0
2021-10-21 10:02:04+00:00,13460322,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xb1411920932436e51c4729aaffe14283a6c37ce7,1387.0,\x5abfc7475cb37a6dd2cf87eb75edd83333aeb07e98368caa2b0b6ff7269b975f,199.0,114.0
2021-10-20 14:40:31+00:00,13455213,\x1d310a6238e11c8be91d83193c88a99eb66279be,\xb58c4358669bb70df715b6747447eb63afea8916,\xc4e77094edc906de132888bd6b7bd70465560217,17252.2204446727,\xb5d3ca276cecb27dbff577349a9e3ed42b969cc7c615fa5cd125261ad06380ae,398.0,318.0
2021-09-09 10:15:15+00:00,13190936,\x2d6e3515c8b47192ca3913770fa741d3c4dac354,\x941be76b1c8a44401d98b59144055d526586f36f,\x5c9038b998debec6f7545925850c8ed1d55d8941,36.233795341484665,\x790a36ebef6f4b59d9b89134fc041c418c630f6f285252516b14e67b1d0fde2f,157.0,137.0
2021-09-09 10:20:43+00:00,13190955,\x787546bf2c05e3e19e2b6bde57a203da7f682eff,\x941be76b1c8a44401d98b59144055d526586f36f,\x5c9038b998debec6f7545925850c8ed1d55d8941,361.2289108350034,\x3d724c8bbf1a5e9bd5335850d40bdbec2348c1d24d4447df2b6b839dcc7223ad,92.0,64.0
2021-09-14 07:29:25+00:00,13222493,\x787546bf2c05e3e19e2b6bde57a203da7f682eff,\xccfc864cbf37001cb489828b21b96fe3e9641d3b,\x29033b001da92e7577760bb05e2c78210f1d13d0,0.1,\xc9c3632368681e9e0087ea5a096326fbcc21970bd58e188323884ea8b452b5a7,442.0,200.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xd05136658faa1ca188adffc796b1e51167d3a251,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,3040.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,150.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x1318fba089731549275532137f30ad878cea9e49,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,151.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x34c65d21dc2ded4afae9a1f86b9536485b3daa82,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,152.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xc41c96d3f7fd42039c050c9e9c9842de4845fdd9,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,153.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x457da487ceee7d89bdc85848d405158a77a44bc9,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,154.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x901cbcc34784426a82b6a602aefa98fe0ba7c59f,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,155.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x7c43214bf9ef79ff1fcbc0e477e0dc36897db326,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,156.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x19275beb75fb14ce2ed58b684dc286f402721c58,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,157.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x76cabcb35a953912f95b47ef2285a156d527c709,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,158.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x663736e59082689046799b2fd49e724a84b51d7f,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,159.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xd98a122e466cdd6967770d5aa482e8dfae31419a,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,160.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x4c30eea11995e187f38601200faf980e9386a690,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,161.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x76f3d9c77e0f6b548cbfc70798113c4a90db8b6d,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,162.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xb1411920932436e51c4729aaffe14283a6c37ce7,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,163.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x36ceeffcefc7c0f65cdc354fc251ac1d1a7bf861,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,164.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x02ca45f5a62143becc50c322c87555781cfaae72,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,165.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x35807486d8275c758b029304200a6fedb5c5032e,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,166.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xd6876be086816f6f117a51777e77eada418321d4,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,167.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\x73a0648c2a659ce02b9f8a23f14395e59abcac1b,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,168.0,121.0
2021-10-21 10:07:19+00:00,13460346,\x9e030b67a8384cbba09d5927533aa98010c87d91,\xbadd694db13d489bf9feb23e73a38a39bfd1e233,\xb38e1c57a71c4584554a859b42633601c0d31be3,160.0,\x1b310dd03074e495a92e72f989711b3c9b504cb11092f4ce6febc4b56681a7f0,169.0,121.0
2021-09-29 11:27:08+00:00,13320377,\xa8d4433badaa1a35506804b43657b0694dea928d,\xcaf5d65d91646de885a5200c44db3a62c2f9b5e3,\x2c274d6f12b6835224c96d066306c0a5ec608be5,534471.3247289651,\x53001e78a699a04b735444681ce9f2f458fbc2a3419cbe08dfda22540457fa0e,32.0,14.0
2021-10-23 09:37:00+00:00,13472998,\xa8d4433badaa1a35506804b43657b0694dea928d,\x89ba1510f92d99d4f6968b0e2999a096c7347f50,\xb6ab54b1a64735baeb3329a2f4885e2732797dee,774438.3395923917,\x3227ce2698344328bf670f3dc1cca8720ffbffc72a5d143948e70e7ebb519df7,54.0,79.0
2021-10-22 08:24:49+00:00,13466357,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\x9ec7819da43ccac0f6a34a1824faea8e8e23e94c,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.1082746387811157,\xd4a29ed60d815b463351cf5457f247e3f2868be2f24a6038ac102c7a0128252f,505.0,235.0
2021-10-22 08:24:49+00:00,13466357,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\xe369d0b68a18c7eddfa6b7444c5ca8a31bd60397,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.10827491915445087,\x123a92361a72f9457a7336db5a7ec6b6226c708e8b2e0776d8c8b04e21984a0b,507.0,237.0
2021-10-22 08:24:54+00:00,13466359,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\xa4cb2a73abeb4b06845e378d74af76dd719c6528,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.10827491915445087,\x43272570d4e4c37179e6d8700921d990f318aa345dbb122aa9474a83531fc0a1,111.0,161.0
2021-10-22 08:24:54+00:00,13466359,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\x92ab51b56b12a7383caf631365f463611bcd1a2f,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.1082746387811157,\x068a21a51b5bf102679f6d7d32e18b09c6179edb8b2fba2c2a4aba40bea8a242,122.0,171.0
2021-10-22 08:24:54+00:00,13466359,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\x5d009e9aebb322dfc91682fa2244d6316e18105b,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.10826369018449516,\xfa33dc156e653b050b85b08a08acba7ea6f0de773e6378e592513047b4e3fc79,123.0,172.0
2021-10-22 08:26:14+00:00,13466369,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\xca8847793b3cf969942a0596d95880fc535723a9,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.10827491915445087,\x3ae7392e6d6e476d00c367ecbf4c7af74719b3c3fc6feb69c02d02ab48679248,422.0,167.0
2021-10-22 08:26:14+00:00,13466369,\xce16e7ed7654a3453e8faf748f2c82e57069278f,\x963f9a3fac78c52b8108678d7e03183bd5e26bb4,\x9c19503c62b533b690aa4928c0dd75d4c0b02590,0.10827491915445087,\xb7b2169f9147bc5d2dc11d98a82f2739c049112d68e71fcccc66decef6958e0e,467.0,176.0
2021-10-31 10:31:22+00:00,13524271,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x4876a43304640a02fc8efab117056397c0e5ecad,\x68f55d4e8ff4fa95c92e6619491d5f4452d1bd61,3.495257228678e-05,\xc17e4998033b6cad3961bd838c12fee8ad4d2a648ddc16eadbbec60299e2af6f,296.0,301.0
2021-11-05 15:36:45+00:00,13557421,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xcd43aad533e663b726dae4a08185e9db8ebc9f6f,\xd5750133af0d2dfd7cfca09d189e8d084010cad4,46660.949342657965,\xb9cd92a966fa730e87341b24fef0cae585764bd9b237cc1fc73bcd91e6f84329,339.0,281.0
2021-11-05 15:58:36+00:00,13557517,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xc97239fda221124dcdac5612b45c208163c1d4f3,\xd5750133af0d2dfd7cfca09d189e8d084010cad4,48974.13830975919,\x72247a6dc957a38879ae9b2a8c0890b9a088aba3ded371f0ed8a980f11862b26,598.0,330.0
2021-11-07 05:36:11+00:00,13567587,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\xfa694fa775e9372e16e942d5f3a889e75ceafefc,906.2,\x4e38b5f69ab8b1c538331d6d5af66616f32a9bb1cf62c70f90a00f085b489dd3,281.0,131.0
2021-11-07 05:36:52+00:00,13567591,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\x17e89a07570196a7809fecb1ab11f0096b825d9e,906.2,\xe4743142fbc7aceae22b35bb147da94b19bc8dd14a366a938f75e75ea2da0e32,369.0,372.0
2021-11-07 05:37:50+00:00,13567594,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\x047c7fa1b6633247bfcec736a3d2cfc43c1e61a1,906.2,\xb42ac725335e7ceef1b3dfcf3b5ae3ab1a895f1962b9552859c46dc287a352d0,78.0,51.0
2021-11-07 05:39:42+00:00,13567601,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\x5acb6b7ee1ded1563b439f96744234819faacce6,906.2,\x55f40401bb693b5aafc2b5a15c2582e20d3689c2fa2c9e839e47bc1e917cd1b5,264.0,94.0
2021-11-07 05:43:49+00:00,13567618,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\xf43a27614f9ee3f457c5c0701f2728abedddcab6,906.0,\x397173ac19c4fc201a7f74e96f1b97164339249a578ffb2ace7ec5ead6941f8a,261.0,161.0
2021-11-07 05:45:24+00:00,13567624,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\x0509e5019b613565614ec48f83a7998cbfd2e392,906.0,\x3c73136ca063653728d2250b8247975f76b4b41871c27bc0316e5627223e8279,497.0,230.0
2021-11-07 05:47:40+00:00,13567629,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\x6c496b8410d05ee1cbbacb674c926b123be87374,906.0,\x2333b51c6cb88477c14b1c21d87cf608b918ce3f7820fb859aa58e3bf6a18736,492.0,253.0
2021-11-07 05:47:44+00:00,13567630,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\xce39f85ef9b0923b53e81ce994733de99ce68142,906.0,\xb45e6eeb41181fed7ad11aac832e79e29730c3d07a0ea8ea31c683b0320a402e,23.0,15.0
2021-11-07 05:50:19+00:00,13567647,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x3832f4e53b65b90161922e62ecbfa5070930af89,\xdafbee6c860869abced8698aff9dde4442da9e05,906.0,\x607727e22a4a6b3ea26a4873d76763423eb48aca684f55f2907a0d10a403f13a,608.0,299.0
2021-11-18 13:23:39+00:00,13639578,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x891172c09f509abe701a81314865d74d942f0592,\x058b10cbe1872ad139b00326686ee8ccef274c58,99999.99999999999,\x3705c8bc1dd07333efc885758bfe2cde5f10daf2c9b8f97081621e1b4bcb0ff4,73.0,61.0
2021-11-26 21:08:18+00:00,13692052,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xb87db656854b9bf4157652e63033c75f00b1d8ce,\x65384ab4358acbf8116b05266d2b38bad782d8be,43.01690810388231,\x1d5e4c6433d62638a79ebae3ae18a3b8d5eeccff9ff3669f4fdfeb7e4ae0669f,442.0,218.0
2021-11-27 19:14:30+00:00,13697858,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xb0206bbc91de2cd9f4c4dfa987ce761d5a64b839,\x985ca41cf8560b8cf710e5698f527a64a876ea17,22322.896895299316,\xf4a992f71d8f6a25f546f500058b915f97492b6991410978e6d64ba5cb9fe272,456.0,230.0
2021-11-27 19:16:33+00:00,13697871,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x2b94dd73357ef195c76515b1ab74b5292d2c1424,\x985ca41cf8560b8cf710e5698f527a64a876ea17,4253.175799766086,\x69e38bf908b2f35ccee647289d66fb3fcd38aa1fe7e1472aa802ad866ac08b88,432.0,206.0
2021-11-27 19:19:04+00:00,13697884,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xe8a90d9bd125580a9aad9dbe5af063cbfeb476c2,\x985ca41cf8560b8cf710e5698f527a64a876ea17,4253.631545104274,\x172bd63014acce08b64482724e435b592d8aee7ca2b95f12232b985f84ac325c,194.0,73.0
2021-11-27 19:20:15+00:00,13697893,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xa0a3a772c93730ff202ad4823aa141aeca95c9c8,\x985ca41cf8560b8cf710e5698f527a64a876ea17,4219.214716430304,\xa73e0b1a274c702cb2d91b4149a23f317ba4d00345ba4a700d8011bc47b643a1,405.0,249.0
2021-11-27 19:20:15+00:00,13697893,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xe41efe33e05d5c8fc44b7ed844d11d06c533914d,\x985ca41cf8560b8cf710e5698f527a64a876ea17,25512.160663721254,\x81069aafd8fc44624ecb88d75e0431306f03e850a4da3b252217db2a5eb4e0ff,485.0,283.0
2021-11-27 19:24:19+00:00,13697909,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\xf44d7d67ef599532ddd5515f53906375375ea8e6,\x985ca41cf8560b8cf710e5698f527a64a876ea17,9343.46293280958,\x35c36c9f21cbb89937b58db828cca8c24c9e45b49e3c56193c17bac47172091e,329.0,190.0
2021-11-27 19:24:19+00:00,13697909,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x7b6d6cb4de9bfae32ce4a1d1be8e13ad1a03d643,\x985ca41cf8560b8cf710e5698f527a64a876ea17,20159.940933911912,\xbd33dd216df5646c20f52df01a4ea4cd08028382b515bce042c35efea61383e8,330.0,191.0
2021-11-30 04:28:35+00:00,13712752,\x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,\x6d0f90bd096c88621493d15689834c57b56ce10f,\x2a045ab20980c3f14bf5db116bc6f89e9d000a0d,2064.140472243699,\xc4b7b59585898db515a85f84c934f8565b3d23d8acddbac6879582740818392e,340.0,237.0
